party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent,year,month,weekday,weekofyear
GUE/NGL,141590,RSP,2022-04-07 12:42:52.000,29,0,0,10,29,FOR,29,0.0,2022,4,3,14
Greens/EFA,141590,RSP,2022-04-07 12:42:52.000,64,0,0,7,64,FOR,64,0.0,2022,4,3,14
ID,141590,RSP,2022-04-07 12:42:52.000,36,0,1,28,37,FOR,36,0.0270270270270269,2022,4,3,14
Renew,141590,RSP,2022-04-07 12:42:52.000,86,0,0,16,86,FOR,86,0.0,2022,4,3,14
S&D,141590,RSP,2022-04-07 12:42:52.000,93,0,0,52,93,FOR,93,0.0,2022,4,3,14
ECR,141776,RSP,2022-04-07 12:09:51.000,18,0,30,16,48,ABSTENTION,30,0.375,2022,4,3,14
EPP,141776,RSP,2022-04-07 12:09:51.000,144,0,1,32,145,FOR,144,0.0068965517241379,2022,4,3,14
GUE/NGL,141776,RSP,2022-04-07 12:09:51.000,29,0,0,10,29,FOR,29,0.0,2022,4,3,14
Greens/EFA,141776,RSP,2022-04-07 12:09:51.000,64,0,0,7,64,FOR,64,0.0,2022,4,3,14
ID,141776,RSP,2022-04-07 12:09:51.000,28,1,12,24,41,FOR,28,0.3170731707317072,2022,4,3,14
Renew,141776,RSP,2022-04-07 12:09:51.000,86,1,0,15,87,FOR,86,0.0114942528735632,2022,4,3,14
S&D,141776,RSP,2022-04-07 12:09:51.000,114,0,0,31,114,FOR,114,0.0,2022,4,3,14
ECR,141893,RSP,2022-04-07 12:23:14.000,49,0,0,15,49,FOR,49,0.0,2022,4,3,14
EPP,141893,RSP,2022-04-07 12:23:14.000,143,0,0,34,143,FOR,143,0.0,2022,4,3,14
GUE/NGL,141893,RSP,2022-04-07 12:23:14.000,16,8,6,9,30,FOR,16,0.4666666666666667,2022,4,3,14
Greens/EFA,141893,RSP,2022-04-07 12:23:14.000,64,0,1,6,65,FOR,64,0.0153846153846153,2022,4,3,14
ID,141893,RSP,2022-04-07 12:23:14.000,28,10,3,24,41,FOR,28,0.3170731707317072,2022,4,3,14
Renew,141893,RSP,2022-04-07 12:23:14.000,86,0,2,14,88,FOR,86,0.0227272727272727,2022,4,3,14
S&D,141893,RSP,2022-04-07 12:23:14.000,109,0,1,35,110,FOR,109,0.009090909090909,2022,4,3,14
ECR,141945,DEC,2022-05-04 14:42:24.000,48,9,0,7,57,FOR,48,0.1578947368421053,2022,5,2,18
EPP,141945,DEC,2022-05-04 14:42:24.000,162,0,0,15,162,FOR,162,0.0,2022,5,2,18
GUE/NGL,141945,DEC,2022-05-04 14:42:24.000,35,2,0,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,141945,DEC,2022-05-04 14:42:24.000,64,1,0,6,65,FOR,64,0.0153846153846153,2022,5,2,18
ID,141945,DEC,2022-05-04 14:42:24.000,41,14,5,5,60,FOR,41,0.3166666666666666,2022,5,2,18
Renew,141945,DEC,2022-05-04 14:42:24.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141945,DEC,2022-05-04 14:42:24.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,141949,DEC,2022-05-04 14:34:18.000,46,11,0,7,57,FOR,46,0.1929824561403509,2022,5,2,18
EPP,141949,DEC,2022-05-04 14:34:18.000,161,1,0,15,162,FOR,161,0.0061728395061728,2022,5,2,18
GUE/NGL,141949,DEC,2022-05-04 14:34:18.000,32,0,4,3,36,FOR,32,0.1111111111111111,2022,5,2,18
Greens/EFA,141949,DEC,2022-05-04 14:34:18.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,141949,DEC,2022-05-04 14:34:18.000,16,41,4,4,61,AGAINST,41,0.3278688524590164,2022,5,2,18
Renew,141949,DEC,2022-05-04 14:34:18.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141949,DEC,2022-05-04 14:34:18.000,134,0,0,11,134,FOR,134,0.0,2022,5,2,18
ECR,141957,DEC,2022-05-04 14:30:20.000,42,10,4,8,56,FOR,42,0.25,2022,5,2,18
EPP,141957,DEC,2022-05-04 14:30:20.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,141957,DEC,2022-05-04 14:30:20.000,37,0,0,2,37,FOR,37,0.0,2022,5,2,18
Greens/EFA,141957,DEC,2022-05-04 14:30:20.000,63,0,0,8,63,FOR,63,0.0,2022,5,2,18
ID,141957,DEC,2022-05-04 14:30:20.000,21,39,0,5,60,AGAINST,39,0.35,2022,5,2,18
Renew,141957,DEC,2022-05-04 14:30:20.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,141957,DEC,2022-05-04 14:30:20.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,141965,DEC,2022-05-04 14:29:58.000,41,11,4,8,56,FOR,41,0.2678571428571429,2022,5,2,18
EPP,141965,DEC,2022-05-04 14:29:58.000,160,0,0,17,160,FOR,160,0.0,2022,5,2,18
GUE/NGL,141965,DEC,2022-05-04 14:29:58.000,36,0,0,3,36,FOR,36,0.0,2022,5,2,18
Greens/EFA,141965,DEC,2022-05-04 14:29:58.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,141965,DEC,2022-05-04 14:29:58.000,0,40,20,5,60,AGAINST,40,0.3333333333333333,2022,5,2,18
Renew,141965,DEC,2022-05-04 14:29:58.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141965,DEC,2022-05-04 14:29:58.000,132,0,0,13,132,FOR,132,0.0,2022,5,2,18
ECR,141969,DEC,2022-05-04 14:28:50.000,8,16,32,8,56,ABSTENTION,32,0.4285714285714286,2022,5,2,18
EPP,141969,DEC,2022-05-04 14:28:50.000,157,2,1,17,160,FOR,157,0.01875,2022,5,2,18
GUE/NGL,141969,DEC,2022-05-04 14:28:50.000,34,2,0,3,36,FOR,34,0.0555555555555555,2022,5,2,18
Greens/EFA,141969,DEC,2022-05-04 14:28:50.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,141969,DEC,2022-05-04 14:28:50.000,1,59,0,5,60,AGAINST,59,0.0166666666666667,2022,5,2,18
Renew,141969,DEC,2022-05-04 14:28:50.000,91,0,0,11,91,FOR,91,0.0,2022,5,2,18
S&D,141969,DEC,2022-05-04 14:28:50.000,132,0,0,13,132,FOR,132,0.0,2022,5,2,18
ECR,141973,DEC,2022-05-04 14:29:35.000,42,10,5,7,57,FOR,42,0.2631578947368421,2022,5,2,18
EPP,141973,DEC,2022-05-04 14:29:35.000,155,0,1,21,156,FOR,155,0.0064102564102563,2022,5,2,18
GUE/NGL,141973,DEC,2022-05-04 14:29:35.000,37,0,0,2,37,FOR,37,0.0,2022,5,2,18
Greens/EFA,141973,DEC,2022-05-04 14:29:35.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,141973,DEC,2022-05-04 14:29:35.000,1,58,2,4,61,AGAINST,58,0.0491803278688525,2022,5,2,18
Renew,141973,DEC,2022-05-04 14:29:35.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141973,DEC,2022-05-04 14:29:35.000,129,0,0,16,129,FOR,129,0.0,2022,5,2,18
ECR,141977,DEC,2022-05-04 14:36:12.000,40,11,5,8,56,FOR,40,0.2857142857142857,2022,5,2,18
EPP,141977,DEC,2022-05-04 14:36:12.000,159,1,0,17,160,FOR,159,0.0062499999999999,2022,5,2,18
GUE/NGL,141977,DEC,2022-05-04 14:36:12.000,32,2,2,3,36,FOR,32,0.1111111111111111,2022,5,2,18
Greens/EFA,141977,DEC,2022-05-04 14:36:12.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,141977,DEC,2022-05-04 14:36:12.000,0,59,0,6,59,AGAINST,59,0.0,2022,5,2,18
Renew,141977,DEC,2022-05-04 14:36:12.000,92,0,0,10,92,FOR,92,0.0,2022,5,2,18
S&D,141977,DEC,2022-05-04 14:36:12.000,131,0,1,13,132,FOR,131,0.0075757575757575,2022,5,2,18
ECR,141981,DEC,2022-05-04 14:32:44.000,40,12,5,7,57,FOR,40,0.2982456140350877,2022,5,2,18
EPP,141981,DEC,2022-05-04 14:32:44.000,158,0,0,19,158,FOR,158,0.0,2022,5,2,18
GUE/NGL,141981,DEC,2022-05-04 14:32:44.000,26,8,2,3,36,FOR,26,0.2777777777777778,2022,5,2,18
Greens/EFA,141981,DEC,2022-05-04 14:32:44.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,141981,DEC,2022-05-04 14:32:44.000,0,37,24,4,61,AGAINST,37,0.3934426229508196,2022,5,2,18
Renew,141981,DEC,2022-05-04 14:32:44.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,141981,DEC,2022-05-04 14:32:44.000,131,0,0,14,131,FOR,131,0.0,2022,5,2,18
ECR,141985,DEC,2022-05-04 14:42:02.000,44,11,2,7,57,FOR,44,0.2280701754385965,2022,5,2,18
EPP,141985,DEC,2022-05-04 14:42:02.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,141985,DEC,2022-05-04 14:42:02.000,33,2,2,2,37,FOR,33,0.1081081081081081,2022,5,2,18
Greens/EFA,141985,DEC,2022-05-04 14:42:02.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,141985,DEC,2022-05-04 14:42:02.000,25,2,33,5,60,ABSTENTION,33,0.4499999999999999,2022,5,2,18
Renew,141985,DEC,2022-05-04 14:42:02.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141985,DEC,2022-05-04 14:42:02.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,141989,DEC,2022-05-04 14:29:14.000,41,10,6,7,57,FOR,41,0.2807017543859649,2022,5,2,18
EPP,141989,DEC,2022-05-04 14:29:14.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,141989,DEC,2022-05-04 14:29:14.000,37,0,0,2,37,FOR,37,0.0,2022,5,2,18
Greens/EFA,141989,DEC,2022-05-04 14:29:14.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,141989,DEC,2022-05-04 14:29:14.000,13,30,15,7,58,AGAINST,30,0.4827586206896551,2022,5,2,18
Renew,141989,DEC,2022-05-04 14:29:14.000,92,0,0,10,92,FOR,92,0.0,2022,5,2,18
S&D,141989,DEC,2022-05-04 14:29:14.000,132,0,0,13,132,FOR,132,0.0,2022,5,2,18
ECR,141993,DEC,2022-05-04 14:28:00.000,41,9,6,8,56,FOR,41,0.2678571428571429,2022,5,2,18
EPP,141993,DEC,2022-05-04 14:28:00.000,158,1,0,18,159,FOR,158,0.0062893081761006,2022,5,2,18
GUE/NGL,141993,DEC,2022-05-04 14:28:00.000,31,0,0,8,31,FOR,31,0.0,2022,5,2,18
Greens/EFA,141993,DEC,2022-05-04 14:28:00.000,63,0,0,8,63,FOR,63,0.0,2022,5,2,18
ID,141993,DEC,2022-05-04 14:28:00.000,0,56,1,8,57,AGAINST,56,0.0175438596491228,2022,5,2,18
Renew,141993,DEC,2022-05-04 14:28:00.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,141993,DEC,2022-05-04 14:28:00.000,128,0,0,17,128,FOR,128,0.0,2022,5,2,18
ECR,142002,DEC,2022-05-04 14:44:35.000,46,10,1,7,57,FOR,46,0.1929824561403509,2022,5,2,18
EPP,142002,DEC,2022-05-04 14:44:35.000,158,0,0,19,158,FOR,158,0.0,2022,5,2,18
GUE/NGL,142002,DEC,2022-05-04 14:44:35.000,31,2,4,2,37,FOR,31,0.1621621621621621,2022,5,2,18
Greens/EFA,142002,DEC,2022-05-04 14:44:35.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142002,DEC,2022-05-04 14:44:35.000,15,20,26,4,61,ABSTENTION,26,0.5737704918032787,2022,5,2,18
Renew,142002,DEC,2022-05-04 14:44:35.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142002,DEC,2022-05-04 14:44:35.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,142003,INI,2022-05-03 15:04:13.000,42,5,6,11,53,FOR,42,0.2075471698113207,2022,5,1,18
EPP,142003,INI,2022-05-03 15:04:13.000,152,0,5,20,157,FOR,152,0.0318471337579617,2022,5,1,18
GUE/NGL,142003,INI,2022-05-03 15:04:13.000,36,0,0,3,36,FOR,36,0.0,2022,5,1,18
Greens/EFA,142003,INI,2022-05-03 15:04:13.000,65,0,0,6,65,FOR,65,0.0,2022,5,1,18
ID,142003,INI,2022-05-03 15:04:13.000,25,12,22,6,59,FOR,25,0.576271186440678,2022,5,1,18
Renew,142003,INI,2022-05-03 15:04:13.000,88,0,7,7,95,FOR,88,0.0736842105263158,2022,5,1,18
S&D,142003,INI,2022-05-03 15:04:13.000,132,0,0,13,132,FOR,132,0.0,2022,5,1,18
ECR,142009,INI,2022-05-03 15:00:06.000,52,2,2,8,56,FOR,52,0.0714285714285714,2022,5,1,18
EPP,142009,INI,2022-05-03 15:00:06.000,154,0,0,23,154,FOR,154,0.0,2022,5,1,18
GUE/NGL,142009,INI,2022-05-03 15:00:06.000,36,0,0,3,36,FOR,36,0.0,2022,5,1,18
Greens/EFA,142009,INI,2022-05-03 15:00:06.000,63,1,0,7,64,FOR,63,0.015625,2022,5,1,18
ID,142009,INI,2022-05-03 15:00:06.000,51,9,0,5,60,FOR,51,0.15,2022,5,1,18
Renew,142009,INI,2022-05-03 15:00:06.000,90,0,1,11,91,FOR,90,0.0109890109890109,2022,5,1,18
S&D,142009,INI,2022-05-03 15:00:06.000,131,0,2,12,133,FOR,131,0.0150375939849624,2022,5,1,18
ECR,142010,INI,2022-05-03 15:05:52.000,12,13,29,10,54,ABSTENTION,29,0.4629629629629629,2022,5,1,18
EPP,142010,INI,2022-05-03 15:05:52.000,153,0,3,21,156,FOR,153,0.0192307692307692,2022,5,1,18
GUE/NGL,142010,INI,2022-05-03 15:05:52.000,32,2,2,3,36,FOR,32,0.1111111111111111,2022,5,1,18
Greens/EFA,142010,INI,2022-05-03 15:05:52.000,64,0,0,7,64,FOR,64,0.0,2022,5,1,18
ID,142010,INI,2022-05-03 15:05:52.000,40,11,9,5,60,FOR,40,0.3333333333333333,2022,5,1,18
Renew,142010,INI,2022-05-03 15:05:52.000,88,0,8,6,96,FOR,88,0.0833333333333333,2022,5,1,18
S&D,142010,INI,2022-05-03 15:05:52.000,135,0,0,10,135,FOR,135,0.0,2022,5,1,18
ECR,142014,DEC,2022-05-04 14:45:19.000,45,9,0,10,54,FOR,45,0.1666666666666666,2022,5,2,18
EPP,142014,DEC,2022-05-04 14:45:19.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142014,DEC,2022-05-04 14:45:19.000,35,2,0,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142014,DEC,2022-05-04 14:45:19.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142014,DEC,2022-05-04 14:45:19.000,0,33,28,4,61,AGAINST,33,0.4590163934426229,2022,5,2,18
Renew,142014,DEC,2022-05-04 14:45:19.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,142014,DEC,2022-05-04 14:45:19.000,129,0,0,16,129,FOR,129,0.0,2022,5,2,18
ECR,142018,DEC,2022-05-04 14:42:43.000,47,10,0,7,57,FOR,47,0.175438596491228,2022,5,2,18
EPP,142018,DEC,2022-05-04 14:42:43.000,159,0,0,18,159,FOR,159,0.0,2022,5,2,18
GUE/NGL,142018,DEC,2022-05-04 14:42:43.000,29,6,1,3,36,FOR,29,0.1944444444444444,2022,5,2,18
Greens/EFA,142018,DEC,2022-05-04 14:42:43.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142018,DEC,2022-05-04 14:42:43.000,0,61,0,4,61,AGAINST,61,0.0,2022,5,2,18
Renew,142018,DEC,2022-05-04 14:42:43.000,93,0,0,9,93,FOR,93,0.0,2022,5,2,18
S&D,142018,DEC,2022-05-04 14:42:43.000,127,0,1,17,128,FOR,127,0.0078125,2022,5,2,18
ECR,142022,DEC,2022-05-04 14:44:57.000,48,9,0,7,57,FOR,48,0.1578947368421053,2022,5,2,18
EPP,142022,DEC,2022-05-04 14:44:57.000,159,0,0,18,159,FOR,159,0.0,2022,5,2,18
GUE/NGL,142022,DEC,2022-05-04 14:44:57.000,32,4,1,2,37,FOR,32,0.1351351351351351,2022,5,2,18
Greens/EFA,142022,DEC,2022-05-04 14:44:57.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,142022,DEC,2022-05-04 14:44:57.000,19,6,35,5,60,ABSTENTION,35,0.4166666666666666,2022,5,2,18
Renew,142022,DEC,2022-05-04 14:44:57.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,142022,DEC,2022-05-04 14:44:57.000,131,0,0,14,131,FOR,131,0.0,2022,5,2,18
ECR,142026,DEC,2022-05-04 14:45:41.000,48,9,0,7,57,FOR,48,0.1578947368421053,2022,5,2,18
EPP,142026,DEC,2022-05-04 14:45:41.000,160,0,0,17,160,FOR,160,0.0,2022,5,2,18
GUE/NGL,142026,DEC,2022-05-04 14:45:41.000,34,2,1,2,37,FOR,34,0.081081081081081,2022,5,2,18
Greens/EFA,142026,DEC,2022-05-04 14:45:41.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142026,DEC,2022-05-04 14:45:41.000,15,44,2,4,61,AGAINST,44,0.2786885245901639,2022,5,2,18
Renew,142026,DEC,2022-05-04 14:45:41.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,142026,DEC,2022-05-04 14:45:41.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,142030,DEC,2022-05-04 14:40:06.000,39,11,5,9,55,FOR,39,0.2909090909090909,2022,5,2,18
EPP,142030,DEC,2022-05-04 14:40:06.000,157,0,0,20,157,FOR,157,0.0,2022,5,2,18
GUE/NGL,142030,DEC,2022-05-04 14:40:06.000,34,2,0,3,36,FOR,34,0.0555555555555555,2022,5,2,18
Greens/EFA,142030,DEC,2022-05-04 14:40:06.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142030,DEC,2022-05-04 14:40:06.000,0,31,30,4,61,AGAINST,31,0.4918032786885246,2022,5,2,18
Renew,142030,DEC,2022-05-04 14:40:06.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142030,DEC,2022-05-04 14:40:06.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,142034,DEC,2022-05-04 14:39:01.000,43,10,4,7,57,FOR,43,0.2456140350877192,2022,5,2,18
EPP,142034,DEC,2022-05-04 14:39:01.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142034,DEC,2022-05-04 14:39:01.000,34,2,0,3,36,FOR,34,0.0555555555555555,2022,5,2,18
Greens/EFA,142034,DEC,2022-05-04 14:39:01.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142034,DEC,2022-05-04 14:39:01.000,0,33,28,4,61,AGAINST,33,0.4590163934426229,2022,5,2,18
Renew,142034,DEC,2022-05-04 14:39:01.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142034,DEC,2022-05-04 14:39:01.000,129,0,0,16,129,FOR,129,0.0,2022,5,2,18
ECR,142038,DEC,2022-05-04 14:32:01.000,45,8,4,7,57,FOR,45,0.2105263157894736,2022,5,2,18
EPP,142038,DEC,2022-05-04 14:32:01.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142038,DEC,2022-05-04 14:32:01.000,35,1,1,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142038,DEC,2022-05-04 14:32:01.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,142038,DEC,2022-05-04 14:32:01.000,0,59,1,5,60,AGAINST,59,0.0166666666666667,2022,5,2,18
Renew,142038,DEC,2022-05-04 14:32:01.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142038,DEC,2022-05-04 14:32:01.000,131,0,0,14,131,FOR,131,0.0,2022,5,2,18
ECR,142042,DEC,2022-05-04 14:39:23.000,41,10,4,9,55,FOR,41,0.2545454545454545,2022,5,2,18
EPP,142042,DEC,2022-05-04 14:39:23.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142042,DEC,2022-05-04 14:39:23.000,34,2,0,3,36,FOR,34,0.0555555555555555,2022,5,2,18
Greens/EFA,142042,DEC,2022-05-04 14:39:23.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142042,DEC,2022-05-04 14:39:23.000,0,30,28,7,58,AGAINST,30,0.4827586206896551,2022,5,2,18
Renew,142042,DEC,2022-05-04 14:39:23.000,88,0,0,14,88,FOR,88,0.0,2022,5,2,18
S&D,142042,DEC,2022-05-04 14:39:23.000,129,0,0,16,129,FOR,129,0.0,2022,5,2,18
ECR,142046,DEC,2022-05-04 14:39:45.000,42,10,4,8,56,FOR,42,0.25,2022,5,2,18
EPP,142046,DEC,2022-05-04 14:39:45.000,160,0,0,17,160,FOR,160,0.0,2022,5,2,18
GUE/NGL,142046,DEC,2022-05-04 14:39:45.000,33,2,2,2,37,FOR,33,0.1081081081081081,2022,5,2,18
Greens/EFA,142046,DEC,2022-05-04 14:39:45.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,142046,DEC,2022-05-04 14:39:45.000,0,33,28,4,61,AGAINST,33,0.4590163934426229,2022,5,2,18
Renew,142046,DEC,2022-05-04 14:39:45.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,142046,DEC,2022-05-04 14:39:45.000,133,0,0,12,133,FOR,133,0.0,2022,5,2,18
ECR,142050,DEC,2022-05-04 14:35:52.000,48,7,1,8,56,FOR,48,0.1428571428571429,2022,5,2,18
EPP,142050,DEC,2022-05-04 14:35:52.000,162,0,0,15,162,FOR,162,0.0,2022,5,2,18
GUE/NGL,142050,DEC,2022-05-04 14:35:52.000,35,0,2,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142050,DEC,2022-05-04 14:35:52.000,63,0,0,8,63,FOR,63,0.0,2022,5,2,18
ID,142050,DEC,2022-05-04 14:35:52.000,17,4,39,5,60,ABSTENTION,39,0.35,2022,5,2,18
Renew,142050,DEC,2022-05-04 14:35:52.000,93,0,0,9,93,FOR,93,0.0,2022,5,2,18
S&D,142050,DEC,2022-05-04 14:35:52.000,134,0,0,11,134,FOR,134,0.0,2022,5,2,18
ECR,142054,DEC,2022-05-04 14:33:34.000,46,10,0,8,56,FOR,46,0.1785714285714286,2022,5,2,18
EPP,142054,DEC,2022-05-04 14:33:34.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142054,DEC,2022-05-04 14:33:34.000,35,0,2,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142054,DEC,2022-05-04 14:33:34.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142054,DEC,2022-05-04 14:33:34.000,0,29,30,6,59,ABSTENTION,30,0.4915254237288136,2022,5,2,18
Renew,142054,DEC,2022-05-04 14:33:34.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142054,DEC,2022-05-04 14:33:34.000,130,0,0,15,130,FOR,130,0.0,2022,5,2,18
ECR,142058,DEC,2022-05-04 14:33:55.000,47,10,0,7,57,FOR,47,0.175438596491228,2022,5,2,18
EPP,142058,DEC,2022-05-04 14:33:55.000,159,2,1,15,162,FOR,159,0.0185185185185184,2022,5,2,18
GUE/NGL,142058,DEC,2022-05-04 14:33:55.000,35,2,0,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142058,DEC,2022-05-04 14:33:55.000,64,0,0,7,64,FOR,64,0.0,2022,5,2,18
ID,142058,DEC,2022-05-04 14:33:55.000,16,36,9,4,61,AGAINST,36,0.4098360655737705,2022,5,2,18
Renew,142058,DEC,2022-05-04 14:33:55.000,93,0,0,9,93,FOR,93,0.0,2022,5,2,18
S&D,142058,DEC,2022-05-04 14:33:55.000,132,0,0,13,132,FOR,132,0.0,2022,5,2,18
ECR,142062,DEC,2022-05-04 14:36:53.000,48,7,0,9,55,FOR,48,0.1272727272727273,2022,5,2,18
EPP,142062,DEC,2022-05-04 14:36:53.000,129,0,0,48,129,FOR,129,0.0,2022,5,2,18
GUE/NGL,142062,DEC,2022-05-04 14:36:53.000,25,6,1,7,32,FOR,25,0.21875,2022,5,2,18
Greens/EFA,142062,DEC,2022-05-04 14:36:53.000,55,1,1,14,57,FOR,55,0.0350877192982456,2022,5,2,18
ID,142062,DEC,2022-05-04 14:36:53.000,38,9,8,10,55,FOR,38,0.3090909090909091,2022,5,2,18
Renew,142062,DEC,2022-05-04 14:36:53.000,85,0,0,17,85,FOR,85,0.0,2022,5,2,18
S&D,142062,DEC,2022-05-04 14:36:53.000,118,0,0,27,118,FOR,118,0.0,2022,5,2,18
ECR,142066,DEC,2022-05-04 14:32:21.000,45,4,8,7,57,FOR,45,0.2105263157894736,2022,5,2,18
EPP,142066,DEC,2022-05-04 14:32:21.000,152,0,0,25,152,FOR,152,0.0,2022,5,2,18
GUE/NGL,142066,DEC,2022-05-04 14:32:21.000,33,4,0,2,37,FOR,33,0.1081081081081081,2022,5,2,18
Greens/EFA,142066,DEC,2022-05-04 14:32:21.000,61,0,0,10,61,FOR,61,0.0,2022,5,2,18
ID,142066,DEC,2022-05-04 14:32:21.000,17,7,36,5,60,ABSTENTION,36,0.4,2022,5,2,18
Renew,142066,DEC,2022-05-04 14:32:21.000,94,0,0,8,94,FOR,94,0.0,2022,5,2,18
S&D,142066,DEC,2022-05-04 14:32:21.000,128,0,0,17,128,FOR,128,0.0,2022,5,2,18
ECR,142070,DEC,2022-05-04 14:40:27.000,46,11,0,7,57,FOR,46,0.1929824561403509,2022,5,2,18
EPP,142070,DEC,2022-05-04 14:40:27.000,161,0,0,16,161,FOR,161,0.0,2022,5,2,18
GUE/NGL,142070,DEC,2022-05-04 14:40:27.000,35,2,0,2,37,FOR,35,0.054054054054054,2022,5,2,18
Greens/EFA,142070,DEC,2022-05-04 14:40:27.000,65,0,0,6,65,FOR,65,0.0,2022,5,2,18
ID,142070,DEC,2022-05-04 14:40:27.000,0,52,7,6,59,AGAINST,52,0.1186440677966101,2022,5,2,18
Renew,142070,DEC,2022-05-04 14:40:27.000,95,0,0,7,95,FOR,95,0.0,2022,5,2,18
S&D,142070,DEC,2022-05-04 14:40:27.000,131,0,0,14,131,FOR,131,0.0,2022,5,2,18
ECR,142082,INI,2022-05-03 15:18:15.000,3,0,51,10,54,ABSTENTION,51,0.0555555555555555,2022,5,1,18
EPP,142082,INI,2022-05-03 15:18:15.000,155,0,0,22,155,FOR,155,0.0,2022,5,1,18
GUE/NGL,142082,INI,2022-05-03 15:18:15.000,0,26,8,5,34,AGAINST,26,0.2352941176470588,2022,5,1,18
Greens/EFA,142082,INI,2022-05-03 15:18:15.000,63,0,2,6,65,FOR,63,0.0307692307692307,2022,5,1,18
ID,142082,INI,2022-05-03 15:18:15.000,22,2,34,7,58,ABSTENTION,34,0.4137931034482759,2022,5,1,18
Renew,142082,INI,2022-05-03 15:18:15.000,95,1,0,6,96,FOR,95,0.0104166666666666,2022,5,1,18
S&D,142082,INI,2022-05-03 15:18:15.000,132,0,1,12,133,FOR,132,0.0075187969924812,2022,5,1,18
ECR,142087,INI,2022-05-03 14:55:15.000,6,39,11,8,56,AGAINST,39,0.3035714285714286,2022,5,1,18
EPP,142087,INI,2022-05-03 14:55:15.000,150,2,3,22,155,FOR,150,0.032258064516129,2022,5,1,18
