party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
ECR,148588,RSP,2022-10-05T12:16:19,2,47,7,6,56,AGAINST,47,0.1607142857142857
EPP,148588,RSP,2022-10-05T12:16:19,148,0,12,17,160,FOR,148,0.07499999999999996
GUE/NGL,148588,RSP,2022-10-05T12:16:19,30,0,2,6,32,FOR,30,0.0625
Greens/EFA,148588,RSP,2022-10-05T12:16:19,62,1,4,5,67,FOR,62,0.07462686567164178
ID,148588,RSP,2022-10-05T12:16:19,0,57,1,7,58,AGAINST,57,0.017241379310344862
Non-attached,148588,RSP,2022-10-05T12:16:19,27,4,7,4,38,FOR,27,0.2894736842105263
Renew,148588,RSP,2022-10-05T12:16:19,85,0,5,13,90,FOR,85,0.05555555555555558
S&D,148588,RSP,2022-10-05T12:16:19,132,0,0,13,132,FOR,132,0.0
ECR,148875,RSP,2022-10-06T12:23:24,42,7,3,10,52,FOR,42,0.1923076923076923
EPP,148875,RSP,2022-10-06T12:23:24,125,10,1,41,136,FOR,125,0.08088235294117652
GUE/NGL,148875,RSP,2022-10-06T12:23:24,21,0,3,14,24,FOR,21,0.125
Greens/EFA,148875,RSP,2022-10-06T12:23:24,63,0,0,9,63,FOR,63,0.0
ID,148875,RSP,2022-10-06T12:23:24,1,26,20,18,47,AGAINST,26,0.44680851063829785
Non-attached,148875,RSP,2022-10-06T12:23:24,27,3,2,10,32,FOR,27,0.15625
Renew,148875,RSP,2022-10-06T12:23:24,74,7,5,17,86,FOR,74,0.13953488372093026
S&D,148875,RSP,2022-10-06T12:23:24,115,0,0,30,115,FOR,115,0.0
ECR,148915,RSP,2022-10-06T12:16:23,46,1,4,11,51,FOR,46,0.0980392156862745
EPP,148915,RSP,2022-10-06T12:16:23,142,0,0,35,142,FOR,142,0.0
GUE/NGL,148915,RSP,2022-10-06T12:16:23,18,7,8,5,33,FOR,18,0.4545454545454546
Greens/EFA,148915,RSP,2022-10-06T12:16:23,61,0,1,10,62,FOR,61,0.016129032258064502
ID,148915,RSP,2022-10-06T12:16:23,20,9,17,19,46,FOR,20,0.5652173913043479
Non-attached,148915,RSP,2022-10-06T12:16:23,10,8,5,19,23,FOR,10,0.5652173913043479
Renew,148915,RSP,2022-10-06T12:16:23,88,0,0,15,88,FOR,88,0.0
S&D,148915,RSP,2022-10-06T12:16:23,119,1,1,24,121,FOR,119,0.016528925619834656
ECR,148964,NLE,2022-10-18T12:13:56,0,52,5,5,57,AGAINST,52,0.08771929824561409
EPP,148964,NLE,2022-10-18T12:13:56,14,128,17,15,159,AGAINST,128,0.19496855345911945
GUE/NGL,148964,NLE,2022-10-18T12:13:56,28,1,6,3,35,FOR,28,0.19999999999999996
Greens/EFA,148964,NLE,2022-10-18T12:13:56,67,0,0,4,67,FOR,67,0.0
ID,148964,NLE,2022-10-18T12:13:56,0,53,1,9,54,AGAINST,53,0.01851851851851849
Non-attached,148964,NLE,2022-10-18T12:13:56,16,19,1,6,36,AGAINST,19,0.4722222222222222
Renew,148964,NLE,2022-10-18T12:13:56,73,0,22,7,95,FOR,73,0.2315789473684211
S&D,148964,NLE,2022-10-18T12:13:56,135,0,0,9,135,FOR,135,0.0
ECR,148972,DEC,2022-10-18T12:20:30,1,51,3,7,55,AGAINST,51,0.07272727272727275
EPP,148972,DEC,2022-10-18T12:20:30,146,11,1,16,158,FOR,146,0.07594936708860756
GUE/NGL,148972,DEC,2022-10-18T12:20:30,29,0,2,7,31,FOR,29,0.06451612903225812
Greens/EFA,148972,DEC,2022-10-18T12:20:30,65,1,0,5,66,FOR,65,0.015151515151515138
ID,148972,DEC,2022-10-18T12:20:30,2,47,0,14,49,AGAINST,47,0.04081632653061229
Non-attached,148972,DEC,2022-10-18T12:20:30,12,18,5,7,35,AGAINST,18,0.48571428571428577
Renew,148972,DEC,2022-10-18T12:20:30,90,0,1,11,91,FOR,90,0.01098901098901095
S&D,148972,DEC,2022-10-18T12:20:30,122,8,3,11,133,FOR,122,0.08270676691729328
ECR,148976,DEC,2022-10-18T12:15:28,41,6,9,6,56,FOR,41,0.2678571428571429
EPP,148976,DEC,2022-10-18T12:15:28,161,0,0,13,161,FOR,161,0.0
GUE/NGL,148976,DEC,2022-10-18T12:15:28,35,0,0,3,35,FOR,35,0.0
Greens/EFA,148976,DEC,2022-10-18T12:15:28,66,0,0,5,66,FOR,66,0.0
ID,148976,DEC,2022-10-18T12:15:28,27,18,9,9,54,FOR,27,0.5
Non-attached,148976,DEC,2022-10-18T12:15:28,31,4,1,6,36,FOR,31,0.13888888888888884
Renew,148976,DEC,2022-10-18T12:15:28,97,0,0,5,97,FOR,97,0.0
S&D,148976,DEC,2022-10-18T12:15:28,136,0,0,8,136,FOR,136,0.0
ECR,148981,BUD,2022-10-19T12:07:37,49,1,9,3,59,FOR,49,0.1694915254237288
EPP,148981,BUD,2022-10-19T12:07:37,157,1,0,16,158,FOR,157,0.006329113924050667
GUE/NGL,148981,BUD,2022-10-19T12:07:37,26,1,2,9,29,FOR,26,0.10344827586206895
Greens/EFA,148981,BUD,2022-10-19T12:07:37,66,0,0,5,66,FOR,66,0.0
ID,148981,BUD,2022-10-19T12:07:37,44,8,0,11,52,FOR,44,0.15384615384615385
Non-attached,148981,BUD,2022-10-19T12:07:37,22,5,1,14,28,FOR,22,0.2142857142857143
Renew,148981,BUD,2022-10-19T12:07:37,93,0,0,9,93,FOR,93,0.0
S&D,148981,BUD,2022-10-19T12:07:37,136,0,0,8,136,FOR,136,0.0
ECR,148987,DEC,2022-10-18T12:17:03,36,7,13,6,56,FOR,36,0.3571428571428571
EPP,148987,DEC,2022-10-18T12:17:03,160,0,1,13,161,FOR,160,0.006211180124223614
GUE/NGL,148987,DEC,2022-10-18T12:17:03,35,0,0,3,35,FOR,35,0.0
Greens/EFA,148987,DEC,2022-10-18T12:17:03,67,0,0,4,67,FOR,67,0.0
ID,148987,DEC,2022-10-18T12:17:03,0,42,7,14,49,AGAINST,42,0.1428571428571429
Non-attached,148987,DEC,2022-10-18T12:17:03,22,7,6,7,35,FOR,22,0.37142857142857144
Renew,148987,DEC,2022-10-18T12:17:03,95,0,0,7,95,FOR,95,0.0
S&D,148987,DEC,2022-10-18T12:17:03,135,0,1,8,136,FOR,135,0.007352941176470562
ECR,149039,COD,2022-10-19T12:43:18,5,30,24,3,59,AGAINST,30,0.4915254237288136
EPP,149039,COD,2022-10-19T12:43:18,159,0,0,15,159,FOR,159,0.0
GUE/NGL,149039,COD,2022-10-19T12:43:18,0,27,7,4,34,AGAINST,27,0.20588235294117652
Greens/EFA,149039,COD,2022-10-19T12:43:18,0,68,0,3,68,AGAINST,68,0.0
ID,149039,COD,2022-10-19T12:43:18,37,6,14,6,57,FOR,37,0.3508771929824561
Non-attached,149039,COD,2022-10-19T12:43:18,18,6,9,9,33,FOR,18,0.4545454545454546
Renew,149039,COD,2022-10-19T12:43:18,95,0,0,7,95,FOR,95,0.0
S&D,149039,COD,2022-10-19T12:43:18,137,0,0,7,137,FOR,137,0.0
ECR,149082,COD,2022-10-19T13:01:17,1,38,18,5,57,AGAINST,38,0.33333333333333337
EPP,149082,COD,2022-10-19T13:01:17,150,2,3,19,155,FOR,150,0.032258064516129004
GUE/NGL,149082,COD,2022-10-19T13:01:17,28,2,4,4,34,FOR,28,0.17647058823529416
Greens/EFA,149082,COD,2022-10-19T13:01:17,67,0,1,3,68,FOR,67,0.014705882352941124
ID,149082,COD,2022-10-19T13:01:17,0,20,36,7,56,ABSTENTION,36,0.3571428571428571
Non-attached,149082,COD,2022-10-19T13:01:17,14,3,15,10,32,ABSTENTION,15,0.53125
Renew,149082,COD,2022-10-19T13:01:17,94,0,0,8,94,FOR,94,0.0
S&D,149082,COD,2022-10-19T13:01:17,131,0,3,10,134,FOR,131,0.02238805970149249
ECR,149085,RSP,2022-10-18T12:21:04,3,52,1,6,56,AGAINST,52,0.0714285714285714
EPP,149085,RSP,2022-10-18T12:21:04,22,138,3,11,163,AGAINST,138,0.15337423312883436
GUE/NGL,149085,RSP,2022-10-18T12:21:04,35,0,0,3,35,FOR,35,0.0
Greens/EFA,149085,RSP,2022-10-18T12:21:04,66,0,0,5,66,FOR,66,0.0
ID,149085,RSP,2022-10-18T12:21:04,3,48,2,10,53,AGAINST,48,0.09433962264150941
Non-attached,149085,RSP,2022-10-18T12:21:04,20,12,4,6,36,FOR,20,0.4444444444444444
Renew,149085,RSP,2022-10-18T12:21:04,76,20,0,6,96,FOR,76,0.20833333333333337
S&D,149085,RSP,2022-10-18T12:21:04,124,5,4,11,133,FOR,124,0.06766917293233088
ECR,149194,BUD,2022-10-19T12:35:22,38,18,3,3,59,FOR,38,0.35593220338983056
EPP,149194,BUD,2022-10-19T12:35:22,146,0,14,14,160,FOR,146,0.08750000000000002
GUE/NGL,149194,BUD,2022-10-19T12:35:22,17,7,10,4,34,FOR,17,0.5
Greens/EFA,149194,BUD,2022-10-19T12:35:22,3,62,2,4,67,AGAINST,62,0.07462686567164178
ID,149194,BUD,2022-10-19T12:35:22,1,35,21,6,57,AGAINST,35,0.38596491228070173
Non-attached,149194,BUD,2022-10-19T12:35:22,8,11,14,9,33,ABSTENTION,14,0.5757575757575757
Renew,149194,BUD,2022-10-19T12:35:22,89,1,5,7,95,FOR,89,0.06315789473684208
S&D,149194,BUD,2022-10-19T12:35:22,119,3,13,9,135,FOR,119,0.11851851851851847
ECR,149218,RSP,2022-10-18T12:22:22,48,6,3,5,57,FOR,48,0.1578947368421053
EPP,149218,RSP,2022-10-18T12:22:22,152,1,9,12,162,FOR,152,0.06172839506172845
GUE/NGL,149218,RSP,2022-10-18T12:22:22,31,1,3,3,35,FOR,31,0.11428571428571432
Greens/EFA,149218,RSP,2022-10-18T12:22:22,63,1,1,6,65,FOR,63,0.03076923076923077
ID,149218,RSP,2022-10-18T12:22:22,1,31,21,10,53,AGAINST,31,0.41509433962264153
Non-attached,149218,RSP,2022-10-18T12:22:22,27,8,1,6,36,FOR,27,0.25
Renew,149218,RSP,2022-10-18T12:22:22,91,1,5,5,97,FOR,91,0.061855670103092786
S&D,149218,RSP,2022-10-18T12:22:22,134,0,0,10,134,FOR,134,0.0
ECR,149479,RSP,2022-10-20T12:14:04,53,0,4,5,57,FOR,53,0.07017543859649122
EPP,149479,RSP,2022-10-20T12:14:04,138,0,0,36,138,FOR,138,0.0
GUE/NGL,149479,RSP,2022-10-20T12:14:04,34,0,0,4,34,FOR,34,0.0
Greens/EFA,149479,RSP,2022-10-20T12:14:04,65,0,0,6,65,FOR,65,0.0
ID,149479,RSP,2022-10-20T12:14:04,40,6,6,11,52,FOR,40,0.23076923076923073
Non-attached,149479,RSP,2022-10-20T12:14:04,26,0,6,10,32,FOR,26,0.1875
Renew,149479,RSP,2022-10-20T12:14:04,88,0,1,13,89,FOR,88,0.011235955056179803
S&D,149479,RSP,2022-10-20T12:14:04,120,4,0,20,124,FOR,120,0.032258064516129004
ECR,149775,RSP,2022-10-20T12:19:37,6,33,13,10,52,AGAINST,33,0.3653846153846154
EPP,149775,RSP,2022-10-20T12:19:37,117,1,11,45,129,FOR,117,0.09302325581395354
GUE/NGL,149775,RSP,2022-10-20T12:19:37,33,0,0,5,33,FOR,33,0.0
Greens/EFA,149775,RSP,2022-10-20T12:19:37,64,0,1,6,65,FOR,64,0.01538461538461533
ID,149775,RSP,2022-10-20T12:19:37,3,32,16,12,51,AGAINST,32,0.37254901960784315
Non-attached,149775,RSP,2022-10-20T12:19:37,15,12,4,11,31,FOR,15,0.5161290322580645
Renew,149775,RSP,2022-10-20T12:19:37,87,0,0,15,87,FOR,87,0.0
S&D,149775,RSP,2022-10-20T12:19:37,122,0,0,22,122,FOR,122,0.0
ECR,149822,COD,2022-11-10T11:15:24,51,1,3,8,55,FOR,51,0.07272727272727275
EPP,149822,COD,2022-11-10T11:15:24,156,0,0,20,156,FOR,156,0.0
GUE/NGL,149822,COD,2022-11-10T11:15:24,4,0,27,7,31,ABSTENTION,27,0.12903225806451613
Greens/EFA,149822,COD,2022-11-10T11:15:24,62,0,0,9,62,FOR,62,0.0
ID,149822,COD,2022-11-10T11:15:24,36,14,4,10,54,FOR,36,0.33333333333333337
Non-attached,149822,COD,2022-11-10T11:15:24,26,4,6,9,36,FOR,26,0.2777777777777778
Renew,149822,COD,2022-11-10T11:15:24,92,0,0,11,92,FOR,92,0.0
S&D,149822,COD,2022-11-10T11:15:24,126,0,0,18,126,FOR,126,0.0
ECR,149824,COD,2022-11-10T11:16:47,50,2,3,8,55,FOR,50,0.09090909090909094
EPP,149824,COD,2022-11-10T11:16:47,157,0,0,19,157,FOR,157,0.0
GUE/NGL,149824,COD,2022-11-10T11:16:47,11,0,20,7,31,ABSTENTION,20,0.3548387096774194
Greens/EFA,149824,COD,2022-11-10T11:16:47,59,0,4,8,63,FOR,59,0.06349206349206349
ID,149824,COD,2022-11-10T11:16:47,52,0,1,11,53,FOR,52,0.018867924528301883
Non-attached,149824,COD,2022-11-10T11:16:47,30,4,3,8,37,FOR,30,0.18918918918918914
Renew,149824,COD,2022-11-10T11:16:47,92,0,0,11,92,FOR,92,0.0
S&D,149824,COD,2022-11-10T11:16:47,126,0,0,18,126,FOR,126,0.0
ECR,149826,COD,2022-11-10T11:13:18,37,16,2,8,55,FOR,37,0.32727272727272727
EPP,149826,COD,2022-11-10T11:13:18,127,11,17,21,155,FOR,127,0.1806451612903226
GUE/NGL,149826,COD,2022-11-10T11:13:18,29,0,2,7,31,FOR,29,0.06451612903225812
Greens/EFA,149826,COD,2022-11-10T11:13:18,63,0,0,8,63,FOR,63,0.0
ID,149826,COD,2022-11-10T11:13:18,36,18,0,10,54,FOR,36,0.33333333333333337
Non-attached,149826,COD,2022-11-10T11:13:18,18,15,4,8,37,FOR,18,0.5135135135135135
Renew,149826,COD,2022-11-10T11:13:18,89,0,3,11,92,FOR,89,0.03260869565217395
S&D,149826,COD,2022-11-10T11:13:18,126,0,0,18,126,FOR,126,0.0
ECR,149827,INI,2022-11-10T11:30:38,1,39,15,8,55,AGAINST,39,0.2909090909090909
EPP,149827,INI,2022-11-10T11:30:38,122,11,20,23,153,FOR,122,0.20261437908496727
GUE/NGL,149827,INI,2022-11-10T11:30:38,28,1,0,9,29,FOR,28,0.03448275862068961
Greens/EFA,149827,INI,2022-11-10T11:30:38,63,0,0,8,63,FOR,63,0.0
ID,149827,INI,2022-11-10T11:30:38,2,50,1,11,53,AGAINST,50,0.05660377358490565
Non-attached,149827,INI,2022-11-10T11:30:38,17,12,6,10,35,FOR,17,0.5142857142857142
Renew,149827,INI,2022-11-10T11:30:38,88,0,0,15,88,FOR,88,0.0
S&D,149827,INI,2022-11-10T11:30:38,121,1,0,22,122,FOR,121,0.008196721311475419
ECR,149829,COD,2022-11-10T11:14:57,52,1,2,8,55,FOR,52,0.054545454545454564
EPP,149829,COD,2022-11-10T11:14:57,155,0,0,21,155,FOR,155,0.0
GUE/NGL,149829,COD,2022-11-10T11:14:57,3,0,27,8,30,ABSTENTION,27,0.09999999999999998
Greens/EFA,149829,COD,2022-11-10T11:14:57,63,0,0,8,63,FOR,63,0.0
ID,149829,COD,2022-11-10T11:14:57,37,11,6,10,54,FOR,37,0.31481481481481477
Non-attached,149829,COD,2022-11-10T11:14:57,28,6,3,8,37,FOR,28,0.2432432432432432
Renew,149829,COD,2022-11-10T11:14:57,92,0,0,11,92,FOR,92,0.0
S&D,149829,COD,2022-11-10T11:14:57,126,0,0,18,126,FOR,126,0.0
ECR,149838,NLE,2022-11-10T11:08:14,54,0,0,9,54,FOR,54,0.0
EPP,149838,NLE,2022-11-10T11:08:14,154,0,0,22,154,FOR,154,0.0
GUE/NGL,149838,NLE,2022-11-10T11:08:14,0,25,5,8,30,AGAINST,25,0.16666666666666663
Greens/EFA,149838,NLE,2022-11-10T11:08:14,2,60,0,9,62,AGAINST,60,0.032258064516129004
ID,149838,NLE,2022-11-10T11:08:14,54,0,0,10,54,FOR,54,0.0
Non-attached,149838,NLE,2022-11-10T11:08:14,25,7,5,8,37,FOR,25,0.32432432432432434
Renew,149838,NLE,2022-11-10T11:08:14,92,0,0,11,92,FOR,92,0.0
S&D,149838,NLE,2022-11-10T11:08:14,122,1,2,19,125,FOR,122,0.02400000000000002
ECR,149839,NLE,2022-11-10T11:07:48,53,0,0,10,53,FOR,53,0.0
EPP,149839,NLE,2022-11-10T11:07:48,153,0,0,23,153,FOR,153,0.0
GUE/NGL,149839,NLE,2022-11-10T11:07:48,28,0,2,8,30,FOR,28,0.06666666666666665
Greens/EFA,149839,NLE,2022-11-10T11:07:48,62,0,0,9,62,FOR,62,0.0
ID,149839,NLE,2022-11-10T11:07:48,52,0,1,11,53,FOR,52,0.018867924528301883
Non-attached,149839,NLE,2022-11-10T11:07:48,31,2,4,8,37,FOR,31,0.16216216216216217
Renew,149839,NLE,2022-11-10T11:07:48,92,0,0,11,92,FOR,92,0.0
S&D,149839,NLE,2022-11-10T11:07:48,125,0,0,19,125,FOR,125,0.0
ECR,149840,NLE,2022-11-10T11:07:22,53,0,0,10,53,FOR,53,0.0
EPP,149840,NLE,2022-11-10T11:07:22,152,0,0,24,152,FOR,152,0.0
GUE/NGL,149840,NLE,2022-11-10T11:07:22,28,0,2,8,30,FOR,28,0.06666666666666665
Greens/EFA,149840,NLE,2022-11-10T11:07:22,60,0,0,11,60,FOR,60,0.0
ID,149840,NLE,2022-11-10T11:07:22,51,0,0,13,51,FOR,51,0.0
Non-attached,149840,NLE,2022-11-10T11:07:22,31,1,5,8,37,FOR,31,0.16216216216216217
Renew,149840,NLE,2022-11-10T11:07:22,92,0,0,11,92,FOR,92,0.0
S&D,149840,NLE,2022-11-10T11:07:22,119,0,0,25,119,FOR,119,0.0
ECR,149841,INI,2022-11-10T11:27:18,46,8,1,8,55,FOR,46,0.1636363636363637
EPP,149841,INI,2022-11-10T11:27:18,145,6,2,23,153,FOR,145,0.05228758169934644
GUE/NGL,149841,INI,2022-11-10T11:27:18,25,0,5,8,30,FOR,25,0.16666666666666663
Greens/EFA,149841,INI,2022-11-10T11:27:18,59,4,0,8,63,FOR,59,0.06349206349206349
ID,149841,INI,2022-11-10T11:27:18,38,10,6,10,54,FOR,38,0.2962962962962963
Non-attached,149841,INI,2022-11-10T11:27:18,30,5,2,8,37,FOR,30,0.18918918918918914
Renew,149841,INI,2022-11-10T11:27:18,92,1,0,10,93,FOR,92,0.010752688172043001
S&D,149841,INI,2022-11-10T11:27:18,125,0,0,19,125,FOR,125,0.0
ECR,149843,COD,2022-11-10T11:12:40,54,1,0,8,55,FOR,54,0.018181818181818188
EPP,149843,COD,2022-11-10T11:12:40,156,0,0,20,156,FOR,156,0.0
GUE/NGL,149843,COD,2022-11-10T11:12:40,23,0,8,7,31,FOR,23,0.25806451612903225
Greens/EFA,149843,COD,2022-11-10T11:12:40,63,0,0,8,63,FOR,63,0.0
ID,149843,COD,2022-11-10T11:12:40,53,0,0,11,53,FOR,53,0.0
Non-attached,149843,COD,2022-11-10T11:12:40,32,3,1,9,36,FOR,32,0.11111111111111116
Renew,149843,COD,2022-11-10T11:12:40,92,0,0,11,92,FOR,92,0.0
S&D,149843,COD,2022-11-10T11:12:40,125,1,0,18,126,FOR,125,0.007936507936507908
ECR,149866,NLE,2022-11-10T11:25:52,49,6,0,8,55,FOR,49,0.10909090909090913
EPP,149866,NLE,2022-11-10T11:25:52,147,1,8,20,156,FOR,147,0.05769230769230771
GUE/NGL,149866,NLE,2022-11-10T11:25:52,7,10,14,7,31,ABSTENTION,14,0.5483870967741935
Greens/EFA,149866,NLE,2022-11-10T11:25:52,63,0,0,8,63,FOR,63,0.0
ID,149866,NLE,2022-11-10T11:25:52,22,30,1,11,53,AGAINST,30,0.4339622641509434
Non-attached,149866,NLE,2022-11-10T11:25:52,31,6,0,8,37,FOR,31,0.16216216216216217
Renew,149866,NLE,2022-11-10T11:25:52,93,0,0,10,93,FOR,93,0.0
S&D,149866,NLE,2022-11-10T11:25:52,122,0,2,20,124,FOR,122,0.016129032258064502
ECR,149882,COD,2022-11-10T11:23:03,11,10,34,8,55,ABSTENTION,34,0.38181818181818183
EPP,149882,COD,2022-11-10T11:23:03,156,0,1,19,157,FOR,156,0.006369426751592355
GUE/NGL,149882,COD,2022-11-10T11:23:03,13,13,5,7,31,FOR,13,0.5806451612903225
Greens/EFA,149882,COD,2022-11-10T11:23:03,28,33,2,8,63,AGAINST,33,0.47619047619047616
ID,149882,COD,2022-11-10T11:23:03,36,12,7,9,55,FOR,36,0.34545454545454546
Non-attached,149882,COD,2022-11-10T11:23:03,15,18,4,8,37,AGAINST,18,0.5135135135135135
Renew,149882,COD,2022-11-10T11:23:03,90,1,0,12,91,FOR,90,0.01098901098901095
S&D,149882,COD,2022-11-10T11:23:03,122,3,0,19,125,FOR,122,0.02400000000000002
ECR,150062,COD,2022-11-22T13:03:18,39,2,16,6,57,FOR,39,0.3157894736842105
EPP,150062,COD,2022-11-22T13:03:18,156,0,0,20,156,FOR,156,0.0
GUE/NGL,150062,COD,2022-11-22T13:03:18,31,0,2,5,33,FOR,31,0.06060606060606055
Greens/EFA,150062,COD,2022-11-22T13:03:18,67,0,0,4,67,FOR,67,0.0
ID,150062,COD,2022-11-22T13:03:18,43,10,1,10,54,FOR,43,0.20370370370370372
Non-attached,150062,COD,2022-11-22T13:03:18,29,5,4,7,38,FOR,29,0.23684210526315785
Renew,150062,COD,2022-11-22T13:03:18,96,0,0,7,96,FOR,96,0.0
S&D,150062,COD,2022-11-22T13:03:18,134,0,1,9,135,FOR,134,0.007407407407407418
ECR,150067,INI,2022-11-23T12:27:58,0,20,38,5,58,ABSTENTION,38,0.3448275862068966
EPP,150067,INI,2022-11-23T12:27:58,155,0,2,19,157,FOR,155,0.01273885350318471
GUE/NGL,150067,INI,2022-11-23T12:27:58,16,3,12,7,31,FOR,16,0.4838709677419355
Greens/EFA,150067,INI,2022-11-23T12:27:58,68,0,1,2,69,FOR,68,0.01449275362318836
ID,150067,INI,2022-11-23T12:27:58,1,33,25,5,59,AGAINST,33,0.44067796610169496
Non-attached,150067,INI,2022-11-23T12:27:58,12,11,14,8,37,ABSTENTION,14,0.6216216216216216
Renew,150067,INI,2022-11-23T12:27:58,83,0,12,8,95,FOR,83,0.12631578947368416
S&D,150067,INI,2022-11-23T12:27:58,134,0,0,10,134,FOR,134,0.0
ECR,150069,INI,2022-11-22T13:06:53,47,2,5,9,54,FOR,47,0.12962962962962965
EPP,150069,INI,2022-11-22T13:06:53,155,0,1,20,156,FOR,155,0.0064102564102563875
GUE/NGL,150069,INI,2022-11-22T13:06:53,33,0,0,5,33,FOR,33,0.0
Greens/EFA,150069,INI,2022-11-22T13:06:53,65,0,0,6,65,FOR,65,0.0
ID,150069,INI,2022-11-22T13:06:53,36,14,2,12,52,FOR,36,0.3076923076923077
Non-attached,150069,INI,2022-11-22T13:06:53,36,3,0,6,39,FOR,36,0.07692307692307687
Renew,150069,INI,2022-11-22T13:06:53,92,0,0,11,92,FOR,92,0.0
S&D,150069,INI,2022-11-22T13:06:53,128,0,0,16,128,FOR,128,0.0
ECR,150070,NLE,2022-11-22T13:04:54,57,0,0,6,57,FOR,57,0.0
EPP,150070,NLE,2022-11-22T13:04:54,154,0,0,22,154,FOR,154,0.0
GUE/NGL,150070,NLE,2022-11-22T13:04:54,0,15,16,7,31,ABSTENTION,16,0.4838709677419355
Greens/EFA,150070,NLE,2022-11-22T13:04:54,66,0,1,4,67,FOR,66,0.014925373134328401
ID,150070,NLE,2022-11-22T13:04:54,38,16,0,10,54,FOR,38,0.2962962962962963
Non-attached,150070,NLE,2022-11-22T13:04:54,29,6,3,7,38,FOR,29,0.23684210526315785
Renew,150070,NLE,2022-11-22T13:04:54,94,0,1,8,95,FOR,94,0.010526315789473717
S&D,150070,NLE,2022-11-22T13:04:54,134,0,0,10,134,FOR,134,0.0
ECR,150082,COD,2022-11-22T13:04:38,57,0,0,6,57,FOR,57,0.0
EPP,150082,COD,2022-11-22T13:04:38,157,0,0,19,157,FOR,157,0.0
GUE/NGL,150082,COD,2022-11-22T13:04:38,32,0,1,5,33,FOR,32,0.030303030303030276
Greens/EFA,150082,COD,2022-11-22T13:04:38,67,0,0,4,67,FOR,67,0.0
ID,150082,COD,2022-11-22T13:04:38,54,0,0,10,54,FOR,54,0.0
Non-attached,150082,COD,2022-11-22T13:04:38,36,1,2,6,39,FOR,36,0.07692307692307687
Renew,150082,COD,2022-11-22T13:04:38,95,0,0,8,95,FOR,95,0.0
S&D,150082,COD,2022-11-22T13:04:38,133,0,0,11,133,FOR,133,0.0
ECR,150117,INI,2022-11-23T12:26:05,0,29,29,5,58,AGAINST,29,0.5
EPP,150117,INI,2022-11-23T12:26:05,142,0,12,22,154,FOR,142,0.07792207792207795
GUE/NGL,150117,INI,2022-11-23T12:26:05,9,20,2,7,31,AGAINST,20,0.3548387096774194
Greens/EFA,150117,INI,2022-11-23T12:26:05,69,0,0,2,69,FOR,69,0.0
ID,150117,INI,2022-11-23T12:26:05,0,58,1,5,59,AGAINST,58,0.016949152542372836
Non-attached,150117,INI,2022-11-23T12:26:05,11,22,4,8,37,AGAINST,22,0.4054054054054054
Renew,150117,INI,2022-11-23T12:26:05,88,1,6,8,95,FOR,88,0.0736842105263158
S&D,150117,INI,2022-11-23T12:26:05,135,0,0,9,135,FOR,135,0.0
ECR,150122,CNS,2022-11-23T12:08:19,0,46,11,6,57,AGAINST,46,0.19298245614035092
EPP,150122,CNS,2022-11-23T12:08:19,137,7,11,21,155,FOR,137,0.11612903225806448
GUE/NGL,150122,CNS,2022-11-23T12:08:19,23,5,3,7,31,FOR,23,0.25806451612903225
Greens/EFA,150122,CNS,2022-11-23T12:08:19,66,0,0,5,66,FOR,66,0.0
ID,150122,CNS,2022-11-23T12:08:19,0,35,23,6,58,AGAINST,35,0.39655172413793105
Non-attached,150122,CNS,2022-11-23T12:08:19,13,22,2,8,37,AGAINST,22,0.4054054054054054
Renew,150122,CNS,2022-11-23T12:08:19,73,2,21,7,96,FOR,73,0.23958333333333337
S&D,150122,CNS,2022-11-23T12:08:19,128,0,6,10,134,FOR,128,0.04477611940298509
ECR,150123,INI,2022-11-24T12:13:20,5,10,36,12,51,ABSTENTION,36,0.2941176470588235
EPP,150123,INI,2022-11-24T12:13:20,138,0,0,38,138,FOR,138,0.0
GUE/NGL,150123,INI,2022-11-24T12:13:20,25,0,2,11,27,FOR,25,0.07407407407407407
Greens/EFA,150123,INI,2022-11-24T12:13:20,65,0,0,6,65,FOR,65,0.0
ID,150123,INI,2022-11-24T12:13:20,0,17,36,11,53,ABSTENTION,36,0.3207547169811321
Non-attached,150123,INI,2022-11-24T12:13:20,24,7,4,10,35,FOR,24,0.3142857142857143
Renew,150123,INI,2022-11-24T12:13:20,89,1,0,13,90,FOR,89,0.011111111111111072
S&D,150123,INI,2022-11-24T12:13:20,115,0,0,29,115,FOR,115,0.0
ECR,150126,COD,2022-11-22T13:03:38,55,1,1,6,57,FOR,55,0.03508771929824561
EPP,150126,COD,2022-11-22T13:03:38,150,5,0,21,155,FOR,150,0.032258064516129004
GUE/NGL,150126,COD,2022-11-22T13:03:38,30,2,0,6,32,FOR,30,0.0625
Greens/EFA,150126,COD,2022-11-22T13:03:38,65,0,0,6,65,FOR,65,0.0
ID,150126,COD,2022-11-22T13:03:38,47,0,7,10,54,FOR,47,0.12962962962962965
Non-attached,150126,COD,2022-11-22T13:03:38,33,5,1,6,39,FOR,33,0.15384615384615385
Renew,150126,COD,2022-11-22T13:03:38,96,0,0,7,96,FOR,96,0.0
S&D,150126,COD,2022-11-22T13:03:38,132,0,0,12,132,FOR,132,0.0
