party,vote_id,procedure_type,timestamp,num_for,num_against,num_abstention,num_no_votes,total_votes,majority_col,majority_votes,percent_dissent
Non-attached,147343,INI,2022-09-13T12:17:06,22,6,8,7,36,FOR,22,0.38888888888888884
Renew,147343,INI,2022-09-13T12:17:06,85,1,6,10,92,FOR,85,0.07608695652173914
S&D,147343,INI,2022-09-13T12:17:06,129,2,3,11,134,FOR,129,0.03731343283582089
ECR,147369,INI,2022-09-14T13:37:36,1,10,41,11,52,ABSTENTION,41,0.21153846153846156
EPP,147369,INI,2022-09-14T13:37:36,158,0,0,18,158,FOR,158,0.0
GUE/NGL,147369,INI,2022-09-14T13:37:36,14,0,22,2,36,ABSTENTION,22,0.38888888888888884
Greens/EFA,147369,INI,2022-09-14T13:37:36,67,0,0,5,67,FOR,67,0.0
ID,147369,INI,2022-09-14T13:37:36,18,22,18,7,58,AGAINST,22,0.6206896551724138
Non-attached,147369,INI,2022-09-14T13:37:36,13,4,19,7,36,ABSTENTION,19,0.4722222222222222
Renew,147369,INI,2022-09-14T13:37:36,85,1,5,11,91,FOR,85,0.06593406593406592
S&D,147369,INI,2022-09-14T13:37:36,132,0,1,12,133,FOR,132,0.007518796992481258
ECR,147370,COD,2022-09-13T12:36:18,53,0,0,10,53,FOR,53,0.0
EPP,147370,COD,2022-09-13T12:36:18,159,0,0,17,159,FOR,159,0.0
GUE/NGL,147370,COD,2022-09-13T12:36:18,36,0,0,2,36,FOR,36,0.0
Greens/EFA,147370,COD,2022-09-13T12:36:18,65,0,0,7,65,FOR,65,0.0
ID,147370,COD,2022-09-13T12:36:18,19,2,37,7,58,ABSTENTION,37,0.3620689655172413
Non-attached,147370,COD,2022-09-13T12:36:18,31,4,1,7,36,FOR,31,0.13888888888888884
Renew,147370,COD,2022-09-13T12:36:18,92,0,0,10,92,FOR,92,0.0
S&D,147370,COD,2022-09-13T12:36:18,134,0,0,11,134,FOR,134,0.0
ECR,147371,INI,2022-09-15T12:27:02,1,18,31,13,50,ABSTENTION,31,0.38
EPP,147371,INI,2022-09-15T12:27:02,133,7,0,36,140,FOR,133,0.050000000000000044
GUE/NGL,147371,INI,2022-09-15T12:27:02,29,0,2,7,31,FOR,29,0.06451612903225812
Greens/EFA,147371,INI,2022-09-15T12:27:02,66,0,0,6,66,FOR,66,0.0
ID,147371,INI,2022-09-15T12:27:02,0,16,34,15,50,ABSTENTION,34,0.31999999999999995
Non-attached,147371,INI,2022-09-15T12:27:02,16,15,5,7,36,FOR,16,0.5555555555555556
Renew,147371,INI,2022-09-15T12:27:02,87,0,0,16,87,FOR,87,0.0
S&D,147371,INI,2022-09-15T12:27:02,116,5,3,21,124,FOR,116,0.06451612903225812
ECR,147372,INI,2022-09-15T12:27:49,36,6,7,14,49,FOR,36,0.26530612244897955
EPP,147372,INI,2022-09-15T12:27:49,140,0,1,35,141,FOR,140,0.007092198581560294
GUE/NGL,147372,INI,2022-09-15T12:27:49,31,0,0,7,31,FOR,31,0.0
Greens/EFA,147372,INI,2022-09-15T12:27:49,66,0,0,6,66,FOR,66,0.0
ID,147372,INI,2022-09-15T12:27:49,13,37,0,15,50,AGAINST,37,0.26
Non-attached,147372,INI,2022-09-15T12:27:49,30,3,3,7,36,FOR,30,0.16666666666666663
Renew,147372,INI,2022-09-15T12:27:49,87,0,0,16,87,FOR,87,0.0
S&D,147372,INI,2022-09-15T12:27:49,119,3,0,23,122,FOR,119,0.024590163934426257
ECR,147411,COD,2022-09-15T12:36:48,3,44,2,14,49,AGAINST,44,0.10204081632653061
EPP,147411,COD,2022-09-15T12:36:48,119,1,15,41,135,FOR,119,0.11851851851851847
GUE/NGL,147411,COD,2022-09-15T12:36:48,20,4,3,11,27,FOR,20,0.2592592592592593
Greens/EFA,147411,COD,2022-09-15T12:36:48,60,4,1,7,65,FOR,60,0.07692307692307687
ID,147411,COD,2022-09-15T12:36:48,0,35,13,17,48,AGAINST,35,0.27083333333333337
Non-attached,147411,COD,2022-09-15T12:36:48,14,21,1,7,36,AGAINST,21,0.41666666666666663
Renew,147411,COD,2022-09-15T12:36:48,74,6,8,15,88,FOR,74,0.15909090909090906
S&D,147411,COD,2022-09-15T12:36:48,102,4,13,26,119,FOR,102,0.1428571428571429
ECR,147414,COD,2022-09-13T12:08:02,48,2,1,12,51,FOR,48,0.05882352941176472
EPP,147414,COD,2022-09-13T12:08:02,157,0,0,19,157,FOR,157,0.0
GUE/NGL,147414,COD,2022-09-13T12:08:02,0,33,1,4,34,AGAINST,33,0.02941176470588236
Greens/EFA,147414,COD,2022-09-13T12:08:02,0,0,65,7,65,ABSTENTION,65,0.0
ID,147414,COD,2022-09-13T12:08:02,18,2,37,8,57,ABSTENTION,37,0.3508771929824561
Non-attached,147414,COD,2022-09-13T12:08:02,18,5,12,8,35,FOR,18,0.48571428571428577
Renew,147414,COD,2022-09-13T12:08:02,91,0,0,11,91,FOR,91,0.0
S&D,147414,COD,2022-09-13T12:08:02,133,0,0,12,133,FOR,133,0.0
ECR,147456,NLE,2022-09-15T12:17:35,3,44,4,12,51,AGAINST,44,0.13725490196078427
EPP,147456,NLE,2022-09-15T12:17:35,112,9,14,41,135,FOR,112,0.1703703703703704
GUE/NGL,147456,NLE,2022-09-15T12:17:35,29,2,3,4,34,FOR,29,0.1470588235294118
Greens/EFA,147456,NLE,2022-09-15T12:17:35,64,0,2,6,66,FOR,64,0.030303030303030276
ID,147456,NLE,2022-09-15T12:17:35,0,50,1,14,51,AGAINST,50,0.019607843137254943
Non-attached,147456,NLE,2022-09-15T12:17:35,14,18,3,8,35,AGAINST,18,0.48571428571428577
Renew,147456,NLE,2022-09-15T12:17:35,88,0,0,15,88,FOR,88,0.0
S&D,147456,NLE,2022-09-15T12:17:35,123,0,1,21,124,FOR,123,0.008064516129032251
ECR,147457,NLE,2022-09-13T12:06:46,41,0,0,22,41,FOR,41,0.0
EPP,147457,NLE,2022-09-13T12:06:46,141,0,0,35,141,FOR,141,0.0
GUE/NGL,147457,NLE,2022-09-13T12:06:46,0,21,8,9,29,AGAINST,21,0.27586206896551724
Greens/EFA,147457,NLE,2022-09-13T12:06:46,2,0,51,19,53,ABSTENTION,51,0.037735849056603765
ID,147457,NLE,2022-09-13T12:06:46,37,1,14,13,52,FOR,37,0.28846153846153844
Non-attached,147457,NLE,2022-09-13T12:06:46,21,3,7,12,31,FOR,21,0.32258064516129037
Renew,147457,NLE,2022-09-13T12:06:46,85,0,0,17,85,FOR,85,0.0
S&D,147457,NLE,2022-09-13T12:06:46,122,0,5,18,127,FOR,122,0.03937007874015752
ECR,147458,APP,2022-09-13T12:09:01,6,13,31,13,50,ABSTENTION,31,0.38
EPP,147458,APP,2022-09-13T12:09:01,157,1,1,17,159,FOR,157,0.012578616352201255
GUE/NGL,147458,APP,2022-09-13T12:09:01,27,3,5,3,35,FOR,27,0.22857142857142854
Greens/EFA,147458,APP,2022-09-13T12:09:01,66,0,0,6,66,FOR,66,0.0
ID,147458,APP,2022-09-13T12:09:01,17,41,0,7,58,AGAINST,41,0.2931034482758621
Non-attached,147458,APP,2022-09-13T12:09:01,16,16,4,7,36,FOR,16,0.5555555555555556
Renew,147458,APP,2022-09-13T12:09:01,84,2,6,10,92,FOR,84,0.08695652173913049
S&D,147458,APP,2022-09-13T12:09:01,124,3,6,12,133,FOR,124,0.06766917293233088
ECR,147459,BUD,2022-09-13T12:07:35,46,1,1,15,48,FOR,46,0.04166666666666663
EPP,147459,BUD,2022-09-13T12:07:35,155,0,0,21,155,FOR,155,0.0
GUE/NGL,147459,BUD,2022-09-13T12:07:35,25,0,9,4,34,FOR,25,0.2647058823529411
Greens/EFA,147459,BUD,2022-09-13T12:07:35,57,0,1,14,58,FOR,57,0.017241379310344862
ID,147459,BUD,2022-09-13T12:07:35,37,10,9,9,56,FOR,37,0.3392857142857143
Non-attached,147459,BUD,2022-09-13T12:07:35,25,4,4,10,33,FOR,25,0.24242424242424243
Renew,147459,BUD,2022-09-13T12:07:35,91,0,0,11,91,FOR,91,0.0
S&D,147459,BUD,2022-09-13T12:07:35,129,0,0,16,129,FOR,129,0.0
ECR,147460,COD,2022-09-13T12:06:28,45,0,0,18,45,FOR,45,0.0
EPP,147460,COD,2022-09-13T12:06:28,152,0,1,23,153,FOR,152,0.006535947712418277
GUE/NGL,147460,COD,2022-09-13T12:06:28,33,0,0,5,33,FOR,33,0.0
Greens/EFA,147460,COD,2022-09-13T12:06:28,64,0,0,8,64,FOR,64,0.0
ID,147460,COD,2022-09-13T12:06:28,53,1,1,10,55,FOR,53,0.036363636363636376
Non-attached,147460,COD,2022-09-13T12:06:28,32,0,3,8,35,FOR,32,0.08571428571428574
Renew,147460,COD,2022-09-13T12:06:28,91,0,0,11,91,FOR,91,0.0
S&D,147460,COD,2022-09-13T12:06:28,128,0,0,17,128,FOR,128,0.0
ECR,147461,NLE,2022-09-13T12:07:14,46,4,0,13,50,FOR,46,0.07999999999999996
EPP,147461,NLE,2022-09-13T12:07:14,156,0,0,20,156,FOR,156,0.0
GUE/NGL,147461,NLE,2022-09-13T12:07:14,16,14,4,4,34,FOR,16,0.5294117647058824
Greens/EFA,147461,NLE,2022-09-13T12:07:14,64,0,0,8,64,FOR,64,0.0
ID,147461,NLE,2022-09-13T12:07:14,19,2,35,9,56,ABSTENTION,35,0.375
Non-attached,147461,NLE,2022-09-13T12:07:14,30,5,1,7,36,FOR,30,0.16666666666666663
Renew,147461,NLE,2022-09-13T12:07:14,92,0,0,10,92,FOR,92,0.0
S&D,147461,NLE,2022-09-13T12:07:14,132,0,0,13,132,FOR,132,0.0
ECR,147502,COD,2022-09-13T12:34:34,5,16,32,10,53,ABSTENTION,32,0.39622641509433965
EPP,147502,COD,2022-09-13T12:34:34,121,23,16,16,160,FOR,121,0.24375000000000002
GUE/NGL,147502,COD,2022-09-13T12:34:34,36,0,0,2,36,FOR,36,0.0
Greens/EFA,147502,COD,2022-09-13T12:34:34,66,0,0,6,66,FOR,66,0.0
ID,147502,COD,2022-09-13T12:34:34,1,12,44,8,57,ABSTENTION,44,0.22807017543859653
Non-attached,147502,COD,2022-09-13T12:34:34,15,6,15,7,36,FOR,15,0.5833333333333333
Renew,147502,COD,2022-09-13T12:34:34,78,0,14,10,92,FOR,78,0.15217391304347827
S&D,147502,COD,2022-09-13T12:34:34,131,0,2,12,133,FOR,131,0.015037593984962405
ECR,147521,INI,2022-09-14T13:38:03,0,41,12,10,53,AGAINST,41,0.2264150943396226
EPP,147521,INI,2022-09-14T13:38:03,145,0,5,26,150,FOR,145,0.033333333333333326
GUE/NGL,147521,INI,2022-09-14T13:38:03,31,0,1,6,32,FOR,31,0.03125
Greens/EFA,147521,INI,2022-09-14T13:38:03,66,0,0,6,66,FOR,66,0.0
ID,147521,INI,2022-09-14T13:38:03,0,36,19,10,55,AGAINST,36,0.34545454545454546
Non-attached,147521,INI,2022-09-14T13:38:03,15,6,14,8,35,FOR,15,0.5714285714285714
Renew,147521,INI,2022-09-14T13:38:03,83,0,4,15,87,FOR,83,0.04597701149425293
S&D,147521,INI,2022-09-14T13:38:03,126,0,0,19,126,FOR,126,0.0
ECR,147522,INI,2022-09-13T12:37:22,1,5,45,12,51,ABSTENTION,45,0.11764705882352944
EPP,147522,INI,2022-09-13T12:37:22,153,1,1,21,155,FOR,153,0.012903225806451646
GUE/NGL,147522,INI,2022-09-13T12:37:22,33,0,1,4,34,FOR,33,0.02941176470588236
Greens/EFA,147522,INI,2022-09-13T12:37:22,65,0,0,7,65,FOR,65,0.0
ID,147522,INI,2022-09-13T12:37:22,36,3,18,8,57,FOR,36,0.368421052631579
Non-attached,147522,INI,2022-09-13T12:37:22,17,3,14,9,34,FOR,17,0.5
Renew,147522,INI,2022-09-13T12:37:22,88,0,0,14,88,FOR,88,0.0
S&D,147522,INI,2022-09-13T12:37:22,129,0,0,16,129,FOR,129,0.0
ECR,147523,INL,2022-09-13T12:08:29,0,11,40,12,51,ABSTENTION,40,0.21568627450980393
EPP,147523,INL,2022-09-13T12:08:29,159,0,0,17,159,FOR,159,0.0
GUE/NGL,147523,INL,2022-09-13T12:08:29,30,4,0,4,34,FOR,30,0.11764705882352944
Greens/EFA,147523,INL,2022-09-13T12:08:29,63,0,0,9,63,FOR,63,0.0
ID,147523,INL,2022-09-13T12:08:29,1,37,20,7,58,AGAINST,37,0.3620689655172413
Non-attached,147523,INL,2022-09-13T12:08:29,26,5,5,7,36,FOR,26,0.2777777777777778
Renew,147523,INL,2022-09-13T12:08:29,92,0,0,10,92,FOR,92,0.0
S&D,147523,INL,2022-09-13T12:08:29,133,0,0,12,133,FOR,133,0.0
ECR,147524,INI,2022-09-15T12:38:35,45,2,2,14,49,FOR,45,0.08163265306122447
EPP,147524,INI,2022-09-15T12:38:35,135,0,0,41,135,FOR,135,0.0
GUE/NGL,147524,INI,2022-09-15T12:38:35,0,20,7,11,27,AGAINST,20,0.2592592592592593
Greens/EFA,147524,INI,2022-09-15T12:38:35,66,0,0,6,66,FOR,66,0.0
ID,147524,INI,2022-09-15T12:38:35,27,12,7,19,46,FOR,27,0.4130434782608695
Non-attached,147524,INI,2022-09-15T12:38:35,28,6,2,7,36,FOR,28,0.2222222222222222
Renew,147524,INI,2022-09-15T12:38:35,87,0,0,16,87,FOR,87,0.0
S&D,147524,INI,2022-09-15T12:38:35,115,0,0,30,115,FOR,115,0.0
ECR,147557,COD,2022-09-14T13:00:35,0,42,11,10,53,AGAINST,42,0.2075471698113207
EPP,147557,COD,2022-09-14T13:00:35,148,1,14,13,163,FOR,148,0.09202453987730064
GUE/NGL,147557,COD,2022-09-14T13:00:35,22,6,8,2,36,FOR,22,0.38888888888888884
Greens/EFA,147557,COD,2022-09-14T13:00:35,68,0,0,4,68,FOR,68,0.0
ID,147557,COD,2022-09-14T13:00:35,2,21,35,7,58,ABSTENTION,35,0.39655172413793105
Non-attached,147557,COD,2022-09-14T13:00:35,14,21,1,7,36,AGAINST,21,0.41666666666666663
Renew,147557,COD,2022-09-14T13:00:35,79,1,13,9,93,FOR,79,0.15053763440860213
S&D,147557,COD,2022-09-14T13:00:35,136,1,0,8,137,FOR,136,0.007299270072992692
ECR,147705,COD,2022-09-14T13:24:15,4,41,9,9,54,AGAINST,41,0.2407407407407407
EPP,147705,COD,2022-09-14T13:24:15,135,7,18,16,160,FOR,135,0.15625
GUE/NGL,147705,COD,2022-09-14T13:24:15,6,19,11,2,36,AGAINST,19,0.4722222222222222
Greens/EFA,147705,COD,2022-09-14T13:24:15,64,0,0,8,64,FOR,64,0.0
ID,147705,COD,2022-09-14T13:24:15,1,21,37,6,59,ABSTENTION,37,0.3728813559322034
Non-attached,147705,COD,2022-09-14T13:24:15,13,8,14,8,35,ABSTENTION,14,0.6
Renew,147705,COD,2022-09-14T13:24:15,64,12,17,9,93,FOR,64,0.31182795698924726
S&D,147705,COD,2022-09-14T13:24:15,131,1,5,8,137,FOR,131,0.04379562043795615
ECR,148240,RSP,2022-09-15T12:43:06,4,10,35,14,49,ABSTENTION,35,0.2857142857142857
EPP,148240,RSP,2022-09-15T12:43:06,126,0,2,48,128,FOR,126,0.015625
GUE/NGL,148240,RSP,2022-09-15T12:43:06,26,0,0,12,26,FOR,26,0.0
Greens/EFA,148240,RSP,2022-09-15T12:43:06,66,0,0,6,66,FOR,66,0.0
ID,148240,RSP,2022-09-15T12:43:06,27,21,0,17,48,FOR,27,0.4375
Non-attached,148240,RSP,2022-09-15T12:43:06,25,3,4,11,32,FOR,25,0.21875
Renew,148240,RSP,2022-09-15T12:43:06,82,0,3,18,85,FOR,82,0.03529411764705881
S&D,148240,RSP,2022-09-15T12:43:06,113,0,0,32,113,FOR,113,0.0
ECR,148243,RSP,2022-09-15T12:47:07,42,0,2,19,44,FOR,42,0.045454545454545414
EPP,148243,RSP,2022-09-15T12:47:07,114,1,1,60,116,FOR,114,0.017241379310344862
GUE/NGL,148243,RSP,2022-09-15T12:47:07,3,8,15,12,26,ABSTENTION,15,0.42307692307692313
Greens/EFA,148243,RSP,2022-09-15T12:47:07,63,0,0,9,63,FOR,63,0.0
ID,148243,RSP,2022-09-15T12:47:07,21,2,22,20,45,ABSTENTION,22,0.5111111111111111
Non-attached,148243,RSP,2022-09-15T12:47:07,13,3,4,23,20,FOR,13,0.35
Renew,148243,RSP,2022-09-15T12:47:07,80,0,0,23,80,FOR,80,0.0
S&D,148243,RSP,2022-09-15T12:47:07,88,0,2,55,90,FOR,88,0.022222222222222254
ECR,148245,RSP,2022-09-15T12:13:29,42,0,7,14,49,FOR,42,0.1428571428571429
EPP,148245,RSP,2022-09-15T12:13:29,143,0,0,33,143,FOR,143,0.0
GUE/NGL,148245,RSP,2022-09-15T12:13:29,11,9,12,6,32,ABSTENTION,12,0.625
Greens/EFA,148245,RSP,2022-09-15T12:13:29,66,0,1,5,67,FOR,66,0.014925373134328401
ID,148245,RSP,2022-09-15T12:13:29,43,2,4,16,49,FOR,43,0.12244897959183676
Non-attached,148245,RSP,2022-09-15T12:13:29,27,4,4,8,35,FOR,27,0.22857142857142854
Renew,148245,RSP,2022-09-15T12:13:29,84,1,0,18,85,FOR,84,0.0117647058823529
S&D,148245,RSP,2022-09-15T12:13:29,122,0,0,23,122,FOR,122,0.0
ECR,148302,COD,2022-10-04T12:03:50,45,4,6,7,55,FOR,45,0.18181818181818177
EPP,148302,COD,2022-10-04T12:03:50,157,0,0,19,157,FOR,157,0.0
GUE/NGL,148302,COD,2022-10-04T12:03:50,33,1,0,4,34,FOR,33,0.02941176470588236
Greens/EFA,148302,COD,2022-10-04T12:03:50,60,0,0,12,60,FOR,60,0.0
ID,148302,COD,2022-10-04T12:03:50,18,32,0,15,50,AGAINST,32,0.36
Non-attached,148302,COD,2022-10-04T12:03:50,24,6,3,10,33,FOR,24,0.2727272727272727
Renew,148302,COD,2022-10-04T12:03:50,89,0,0,14,89,FOR,89,0.0
S&D,148302,COD,2022-10-04T12:03:50,116,0,0,29,116,FOR,116,0.0
ECR,148304,COD,2022-10-04T12:04:21,45,4,6,7,55,FOR,45,0.18181818181818177
EPP,148304,COD,2022-10-04T12:04:21,157,0,0,19,157,FOR,157,0.0
GUE/NGL,148304,COD,2022-10-04T12:04:21,30,1,3,4,34,FOR,30,0.11764705882352944
Greens/EFA,148304,COD,2022-10-04T12:04:21,62,0,0,10,62,FOR,62,0.0
ID,148304,COD,2022-10-04T12:04:21,17,36,0,12,53,AGAINST,36,0.3207547169811321
Non-attached,148304,COD,2022-10-04T12:04:21,23,9,1,10,33,FOR,23,0.303030303030303
Renew,148304,COD,2022-10-04T12:04:21,89,0,0,14,89,FOR,89,0.0
S&D,148304,COD,2022-10-04T12:04:21,121,0,0,24,121,FOR,121,0.0
ECR,148306,COD,2022-10-04T12:08:39,55,0,1,6,56,FOR,55,0.017857142857142905
EPP,148306,COD,2022-10-04T12:08:39,161,0,0,15,161,FOR,161,0.0
GUE/NGL,148306,COD,2022-10-04T12:08:39,34,0,0,4,34,FOR,34,0.0
Greens/EFA,148306,COD,2022-10-04T12:08:39,66,0,0,6,66,FOR,66,0.0
ID,148306,COD,2022-10-04T12:08:39,54,0,0,11,54,FOR,54,0.0
Non-attached,148306,COD,2022-10-04T12:08:39,31,2,2,8,35,FOR,31,0.11428571428571432
Renew,148306,COD,2022-10-04T12:08:39,90,0,0,13,90,FOR,90,0.0
S&D,148306,COD,2022-10-04T12:08:39,127,0,0,18,127,FOR,127,0.0
ECR,148308,COD,2022-10-04T12:06:35,55,0,1,6,56,FOR,55,0.017857142857142905
EPP,148308,COD,2022-10-04T12:06:35,160,0,0,16,160,FOR,160,0.0
GUE/NGL,148308,COD,2022-10-04T12:06:35,30,0,4,4,34,FOR,30,0.11764705882352944
Greens/EFA,148308,COD,2022-10-04T12:06:35,66,0,0,6,66,FOR,66,0.0
ID,148308,COD,2022-10-04T12:06:35,37,2,15,11,54,FOR,37,0.31481481481481477
Non-attached,148308,COD,2022-10-04T12:06:35,31,2,2,8,35,FOR,31,0.11428571428571432
Renew,148308,COD,2022-10-04T12:06:35,90,0,0,13,90,FOR,90,0.0
S&D,148308,COD,2022-10-04T12:06:35,127,0,0,18,127,FOR,127,0.0
ECR,148310,INI,2022-10-04T12:06:05,52,1,3,6,56,FOR,52,0.0714285714285714
EPP,148310,INI,2022-10-04T12:06:05,161,0,0,15,161,FOR,161,0.0
GUE/NGL,148310,INI,2022-10-04T12:06:05,1,3,30,4,34,ABSTENTION,30,0.11764705882352944
Greens/EFA,148310,INI,2022-10-04T12:06:05,65,0,0,7,65,FOR,65,0.0
ID,148310,INI,2022-10-04T12:06:05,48,0,6,11,54,FOR,48,0.11111111111111116
Non-attached,148310,INI,2022-10-04T12:06:05,25,3,6,9,34,FOR,25,0.2647058823529411
Renew,148310,INI,2022-10-04T12:06:05,88,0,2,13,90,FOR,88,0.022222222222222254
S&D,148310,INI,2022-10-04T12:06:05,126,0,0,19,126,FOR,126,0.0
ECR,148321,INI,2022-10-04T12:05:35,53,0,3,6,56,FOR,53,0.0535714285714286
EPP,148321,INI,2022-10-04T12:05:35,160,1,0,15,161,FOR,160,0.006211180124223614
GUE/NGL,148321,INI,2022-10-04T12:05:35,0,28,6,4,34,AGAINST,28,0.17647058823529416
Greens/EFA,148321,INI,2022-10-04T12:05:35,1,62,1,8,64,AGAINST,62,0.03125
ID,148321,INI,2022-10-04T12:05:35,47,6,1,11,54,FOR,47,0.12962962962962965
Non-attached,148321,INI,2022-10-04T12:05:35,21,8,5,9,34,FOR,21,0.38235294117647056
Renew,148321,INI,2022-10-04T12:05:35,85,0,5,13,90,FOR,85,0.05555555555555558
S&D,148321,INI,2022-10-04T12:05:35,119,0,6,20,125,FOR,119,0.04800000000000004
ECR,148323,COD,2022-10-04T12:07:39,49,4,3,6,56,FOR,49,0.125
EPP,148323,COD,2022-10-04T12:07:39,153,7,1,15,161,FOR,153,0.0496894409937888
GUE/NGL,148323,COD,2022-10-04T12:07:39,34,0,0,4,34,FOR,34,0.0
Greens/EFA,148323,COD,2022-10-04T12:07:39,66,0,0,6,66,FOR,66,0.0
ID,148323,COD,2022-10-04T12:07:39,50,0,4,11,54,FOR,50,0.07407407407407407
Non-attached,148323,COD,2022-10-04T12:07:39,34,1,0,8,35,FOR,34,0.02857142857142858
Renew,148323,COD,2022-10-04T12:07:39,89,1,0,13,90,FOR,89,0.011111111111111072
S&D,148323,COD,2022-10-04T12:07:39,127,0,0,18,127,FOR,127,0.0
ECR,148324,INI,2022-10-04T12:08:14,51,2,3,6,56,FOR,51,0.0892857142857143
EPP,148324,INI,2022-10-04T12:08:14,161,0,0,15,161,FOR,161,0.0
GUE/NGL,148324,INI,2022-10-04T12:08:14,34,0,0,4,34,FOR,34,0.0
Greens/EFA,148324,INI,2022-10-04T12:08:14,66,0,0,6,66,FOR,66,0.0
ID,148324,INI,2022-10-04T12:08:14,51,0,3,11,54,FOR,51,0.05555555555555558
Non-attached,148324,INI,2022-10-04T12:08:14,31,1,3,8,35,FOR,31,0.11428571428571432
Renew,148324,INI,2022-10-04T12:08:14,90,0,0,13,90,FOR,90,0.0
S&D,148324,INI,2022-10-04T12:08:14,127,0,0,18,127,FOR,127,0.0
ECR,148338,INI,2022-10-05T12:22:48,43,2,11,6,56,FOR,43,0.2321428571428571
EPP,148338,INI,2022-10-05T12:22:48,93,1,67,16,161,FOR,93,0.422360248447205
GUE/NGL,148338,INI,2022-10-05T12:22:48,2,20,13,3,35,AGAINST,20,0.4285714285714286
Greens/EFA,148338,INI,2022-10-05T12:22:48,67,0,0,5,67,FOR,67,0.0
ID,148338,INI,2022-10-05T12:22:48,22,17,19,7,58,FOR,22,0.6206896551724138
Non-attached,148338,INI,2022-10-05T12:22:48,12,19,6,5,37,AGAINST,19,0.4864864864864865
Renew,148338,INI,2022-10-05T12:22:48,87,0,5,11,92,FOR,87,0.05434782608695654
S&D,148338,INI,2022-10-05T12:22:48,131,0,1,13,132,FOR,131,0.007575757575757569
ECR,148340,COD,2022-10-04T12:12:11,54,0,2,6,56,FOR,54,0.0357142857142857
EPP,148340,COD,2022-10-04T12:12:11,159,0,1,16,160,FOR,159,0.006249999999999978
GUE/NGL,148340,COD,2022-10-04T12:12:11,4,5,25,4,34,ABSTENTION,25,0.2647058823529411
Greens/EFA,148340,COD,2022-10-04T12:12:11,66,0,0,6,66,FOR,66,0.0
ID,148340,COD,2022-10-04T12:12:11,20,4,31,10,55,ABSTENTION,31,0.4363636363636364
Non-attached,148340,COD,2022-10-04T12:12:11,13,16,7,7,36,AGAINST,16,0.5555555555555556
Renew,148340,COD,2022-10-04T12:12:11,90,0,0,13,90,FOR,90,0.0
S&D,148340,COD,2022-10-04T12:12:11,128,0,0,17,128,FOR,128,0.0
ECR,148344,COD,2022-10-04T12:11:23,51,2,2,7,55,FOR,51,0.07272727272727275
EPP,148344,COD,2022-10-04T12:11:23,161,0,0,15,161,FOR,161,0.0
GUE/NGL,148344,COD,2022-10-04T12:11:23,33,1,0,4,34,FOR,33,0.02941176470588236
Greens/EFA,148344,COD,2022-10-04T12:11:23,66,0,0,6,66,FOR,66,0.0
ID,148344,COD,2022-10-04T12:11:23,1,30,20,14,51,AGAINST,30,0.4117647058823529
Non-attached,148344,COD,2022-10-04T12:11:23,26,9,1,7,36,FOR,26,0.2777777777777778
Renew,148344,COD,2022-10-04T12:11:23,90,0,0,13,90,FOR,90,0.0
S&D,148344,COD,2022-10-04T12:11:23,127,0,0,18,127,FOR,127,0.0
ECR,148348,INI,2022-10-05T12:24:45,29,9,18,6,56,FOR,29,0.4821428571428571
EPP,148348,INI,2022-10-05T12:24:45,161,0,1,15,162,FOR,161,0.006172839506172867
GUE/NGL,148348,INI,2022-10-05T12:24:45,35,0,0,3,35,FOR,35,0.0
Greens/EFA,148348,INI,2022-10-05T12:24:45,67,0,0,5,67,FOR,67,0.0
ID,148348,INI,2022-10-05T12:24:45,23,9,26,7,58,ABSTENTION,26,0.5517241379310345
Non-attached,148348,INI,2022-10-05T12:24:45,17,4,16,5,37,FOR,17,0.5405405405405406
Renew,148348,INI,2022-10-05T12:24:45,86,0,5,12,91,FOR,86,0.05494505494505497
S&D,148348,INI,2022-10-05T12:24:45,132,0,0,13,132,FOR,132,0.0
ECR,148441,COD,2022-10-04T12:07:07,54,0,1,7,55,FOR,54,0.018181818181818188
EPP,148441,COD,2022-10-04T12:07:07,159,0,0,17,159,FOR,159,0.0
GUE/NGL,148441,COD,2022-10-04T12:07:07,33,0,1,4,34,FOR,33,0.02941176470588236
Greens/EFA,148441,COD,2022-10-04T12:07:07,66,0,0,6,66,FOR,66,0.0
ID,148441,COD,2022-10-04T12:07:07,41,9,4,11,54,FOR,41,0.2407407407407407
Non-attached,148441,COD,2022-10-04T12:07:07,26,3,4,10,33,FOR,26,0.21212121212121215
Renew,148441,COD,2022-10-04T12:07:07,90,0,0,13,90,FOR,90,0.0
S&D,148441,COD,2022-10-04T12:07:07,123,0,0,22,123,FOR,123,0.0
ECR,148546,RSP,2022-10-05T12:19:12,36,2,17,7,55,FOR,36,0.34545454545454546
EPP,148546,RSP,2022-10-05T12:19:12,141,13,2,21,156,FOR,141,0.09615384615384615
GUE/NGL,148546,RSP,2022-10-05T12:19:12,35,0,0,3,35,FOR,35,0.0
Greens/EFA,148546,RSP,2022-10-05T12:19:12,66,0,0,6,66,FOR,66,0.0
ID,148546,RSP,2022-10-05T12:19:12,24,11,23,7,58,FOR,24,0.5862068965517242
Non-attached,148546,RSP,2022-10-05T12:19:12,30,0,8,4,38,FOR,30,0.21052631578947367
Renew,148546,RSP,2022-10-05T12:19:12,89,1,0,13,90,FOR,89,0.011111111111111072
S&D,148546,RSP,2022-10-05T12:19:12,128,1,0,16,129,FOR,128,0.007751937984496138
